SITE,COMMON_NAME,SPECIES,DIST_FT,DIST_M,DBH_IN,DBH_CM,CC,NORTHING,EASTING
S245,Bigtooth Aspen,Populus grandidentata,20,6.10,4.25,10.8,Sup,464758,5262299
S245,Bigtooth Aspen,Populus grandidentata,25.6,7.80,5.39,13.7,Sup,464758,5262299
S245,Bigtooth Aspen,Populus grandidentata,16,4.88,4.17,10.6,Sup,464758,5262299
S246,Red Maple,Acer rubrum,5.5,1.68,9.53,24.2,Int,464778,5262334
S246,Paper Birch,Betula papyrifera,24.5,7.47,11.81,30,Co,464778,5262334
S246,Paper Birch,Betula papyrifera,21.5,6.55,6.22,15.8,Int,464778,5262334
S246,Paper Birch,Betula papyrifera,20.5,6.25,8.46,21.5,Sup,464778,5262334
S246,Paper Birch,Betula papyrifera,21.4,6.52,13.82,35.1,Co,464778,5262334
S246,Quaking Aspen,Populus tremuloides,17.3,5.27,17.36,44.1,Dom,464778,5262334
S246,Quaking Aspen,Populus tremuloides,16.9,5.15,22.60,57.4,Dom,464778,5262334
S246,Quaking Aspen,Populus tremuloides,17.1,5.21,19.72,50.1,Dom,464778,5262334
S246,Sugar Maple,Acer saccharum,25.1,7.65,8.70,22.1,Sup,464778,5262334
S246,White Ash,Fraxinus americana,21.2,6.46,4.45,11.3,Sup,464778,5262334
S254,Sugar Maple,Acer saccharum,3,0.91,4.53,11.5,Co,464692,5262241
S254,Sugar Maple,Acer saccharum,17.9,5.46,5.31,13.5,Co,464692,5262241
S254,Sugar Maple,Acer saccharum,11,3.35,14.37,36.5,Co,464692,5262241
S254,Sugar Maple,Acer saccharum,19.7,6.00,11.50,29.2,Co,464692,5262241
S254,Sugar Maple,Acer saccharum,8.2,2.50,4.21,10.7,Co,464692,5262241
S254,Sugar Maple,Acer saccharum,25.6,7.80,3.94,10,Co,464692,5262241
S254,Northern Red Oak,Quercus rubra,22.5,6.86,6.30,16,Co,464692,5262241
S254,Paper Birch,Betula papyrifera,26.3,8.02,11.42,29,Co,464692,5262241
S254,Red Maple,Acer rubrum,11.2,3.41,3.58,9.1,Co,464692,5262241
S255,Red Maple,Acer rubrum,4.8,1.46,14.96,38,Co,464748,5262240
S255,Red Maple,Acer rubrum,15.7,4.79,6.97,17.7,Co,464748,5262240
S255,Red Maple,Acer rubrum,16.4,5.00,8.90,22.6,Co,464748,5262240
S255,Red Maple,Acer rubrum,25,7.62,6.02,15.3,Co,464748,5262240
S255,Red Maple,Acer rubrum,18.4,5.61,11.18,28.4,Co,464748,5262240
S255,Red Maple,Acer rubrum,13.4,4.08,9.96,25.3,Co,464748,5262240
S255,Quaking Aspen,Populus tremuloides,20.2,6.16,23.11,58.7,Dom,464748,5262240
S255,Quaking Aspen,Populus tremuloides,22.8,6.95,16.18,41.1,Dom,464748,5262240
S255,White Ash,Fraxinus americana,13.9,4.24,4.37,11.1,Sup,464748,5262240
S255,Paper Birch,Betula papyrifera,22,6.71,10.24,26,Co,464748,5262240
